0	4905	2.0
0	5416	4.0
0	7265	4.0
0	8116	5.0
0	8288	4.0
0	8377	5.0
0	10290	4.0
0	10306	4.0
0	13154	3.0
0	14685	5.0
1	4451	4.0
1	4599	4.0
1	5210	5.0
1	6513	4.0
1	7793	3.0
1	7999	4.0
1	8843	5.0
1	9656	1.0
1	10969	4.0
1	11100	5.0
1	11494	4.0
1	12150	4.0
1	12175	2.0
1	12774	2.0
1	13338	3.0
1	13894	3.0
1	14132	3.0
2	3799	4.0
2	3881	5.0
2	3888	4.0
2	4234	2.0
2	4654	3.0
2	4755	3.0
2	4772	5.0
2	4862	5.0
2	4875	4.0
2	5324	4.0
2	5398	4.0
2	6006	2.0
2	6078	2.0
2	6242	2.0
2	6244	3.0
2	6422	4.0
2	7054	3.0
2	7931	3.0
2	8165	4.0
2	8222	4.0
2	8360	4.0
2	8406	5.0
2	8550	4.0
2	8691	4.0
2	8867	2.0
2	8975	2.0
2	9229	3.0
2	9375	4.0
2	9523	5.0
2	9691	5.0
2	9708	1.0
2	9726	3.0
2	10109	4.0
2	10390	3.0
2	10571	4.0
2	10784	4.0
2	10977	3.0
2	11258	4.0
2	11842	1.0
2	11858	5.0
2	11899	3.0
2	12002	2.0
2	12239	4.0
2	12304	5.0
2	12485	3.0
2	12756	4.0
2	13374	3.0
2	13408	5.0
2	13824	2.0
2	14082	4.0
2	14360	4.0
2	14372	5.0
2	14465	5.0
2	14922	4.0
3	3861	4.0
3	7888	4.0
3	8508	4.0
3	8693	4.0
3	10114	4.0
3	10901	4.0
3	11168	4.0
3	12967	4.0
3	14200	5.0
3	14826	5.0
4	3728	5.0
4	3771	4.0
4	4402	5.0
4	4733	3.0
4	4754	5.0
4	5059	4.0
4	5564	5.0
4	6493	5.0
4	6500	4.0
4	6602	5.0
4	6608	4.0
4	6820	4.0
4	7059	5.0
4	7869	2.0
4	9406	3.0
4	10208	5.0
4	10320	4.0
4	10711	4.0
4	10853	5.0
4	11423	3.0
4	11593	4.0
4	11923	4.0
4	13114	5.0
4	13367	4.0
4	13371	2.0
4	14234	5.0
5	4562	2.0
5	5816	3.0
5	6172	2.0
5	6434	2.0
5	7372	2.0
5	7608	4.0
5	9498	2.0
5	10753	1.0
5	11190	3.0
5	12089	4.0
5	12585	4.0
5	12696	4.0
5	12970	3.0
5	13601	3.0
5	13819	5.0
5	13963	4.0
5	14755	3.0
6	4227	4.0
6	4472	5.0
6	4611	1.0
6	4771	4.0
6	5092	5.0
6	5488	4.0
6	5623	5.0
6	5693	5.0
6	5721	3.0
6	6023	2.0
6	8085	5.0
6	8461	4.0
6	8542	4.0
6	8633	4.0
6	8843	4.0
6	8998	5.0
6	9071	4.0
6	9457	5.0
6	9615	4.0
6	9715	4.0
6	10752	5.0
6	11001	5.0
6	11097	4.0
6	11286	5.0
6	11421	4.0
6	11584	2.0
6	12202	5.0
6	12274	5.0
6	12383	5.0
6	12438	3.0
6	12617	4.0
6	13097	4.0
6	14172	5.0
6	14561	3.0
7	3907	5.0
7	4230	4.0
7	4254	3.0
7	5134	4.0
7	5625	3.0
7	5722	4.0
7	5737	5.0
7	5830	3.0
7	5878	4.0
7	6210	4.0
7	6656	3.0
7	6799	5.0
7	6966	3.0
7	7201	4.0
7	7212	3.0
7	7855	3.0
7	8277	4.0
7	8464	2.0
7	8788	4.0
7	8856	2.0
7	8965	4.0
7	9028	4.0
7	9140	3.0
7	9339	3.0
7	9887	3.0
7	10270	2.0
7	10607	4.0
7	10812	5.0
7	10818	4.0
7	10846	4.0
7	10859	4.0
7	11085	4.0
7	11138	4.0
7	11328	3.0
7	11331	5.0
7	11863	4.0
7	11878	5.0
7	11929	5.0
7	12145	2.0
7	12198	3.0
7	12588	5.0
7	12610	5.0
7	12619	3.0
7	12626	4.0
7	13011	4.0
7	13135	2.0
7	13186	4.0
7	13194	4.0
7	13221	2.0
7	13879	5.0
7	13970	4.0
7	13990	3.0
7	14033	3.0
7	14448	3.0
7	14702	4.0
7	14916	1.0
8	4064	5.0
8	5263	4.0
8	6622	5.0
8	7822	5.0
8	7827	5.0
8	8530	5.0
8	10585	4.0
8	11350	4.0
8	12515	4.0
8	13087	5.0
8	14808	4.0
8	14995	5.0
9	4061	4.0
9	6018	5.0
9	8606	5.0
9	9746	4.0
9	9860	4.0
9	10449	5.0
9	10573	4.0
9	11028	4.0
9	11715	3.0
9	14367	4.0
10	4310	1.0
10	4716	1.0
10	5031	5.0
10	6089	1.0
10	6408	5.0
10	11821	5.0
10	12924	5.0
10	14291	1.0
10	14700	5.0
10	14723	5.0
11	3735	3.0
11	4019	2.0
11	4588	3.0
11	4589	2.0
11	4705	4.0
11	4843	4.0
11	5092	5.0
11	5146	2.0
11	5384	4.0
11	5511	3.0
11	5751	3.0
11	6048	4.0
11	6115	4.0
11	6225	5.0
11	6294	2.0
11	6326	4.0
11	6440	3.0
11	6514	3.0
11	6765	3.0
11	6838	5.0
11	7000	3.0
11	7029	5.0
11	7190	5.0
11	7224	3.0
11	7896	3.0
11	7924	5.0
11	8396	3.0
11	8461	3.0
11	9440	4.0
11	9804	2.0
11	10225	3.0
11	10384	5.0
11	10522	2.0
11	10813	4.0
11	10969	5.0
11	11097	1.0
11	11100	3.0
11	11668	3.0
11	11852	3.0
11	11944	2.0
11	12488	2.0
11	12549	2.0
11	12639	4.0
11	12774	3.0
11	12926	3.0
11	12988	3.0
11	13318	3.0
11	13338	2.0
11	13402	2.0
11	13924	3.0
11	13950	5.0
11	14031	5.0
11	14426	4.0
11	14573	3.0
11	14842	5.0
11	14925	2.0
11	14959	3.0
12	5658	5.0
12	5832	4.0
12	5935	5.0
12	6337	3.0
12	6398	5.0
12	6822	5.0
12	7591	3.0
12	7608	5.0
12	8444	2.0
12	8457	4.0
12	9096	5.0
12	9333	5.0
12	9468	1.0
12	9543	5.0
12	9575	5.0
12	9665	5.0
12	10175	2.0
12	12219	1.0
12	12240	1.0
12	12796	4.0
12	13447	5.0
12	13682	5.0
12	14601	5.0
12	14833	2.0
12	14930	5.0
13	4233	4.0
13	4472	4.0
13	4588	3.0
13	4746	4.0
13	4761	5.0
13	4811	4.0
13	4843	5.0
13	5092	5.0
13	5210	4.0
13	5384	4.0
13	5489	5.0
13	5721	4.0
13	5751	3.0
13	5970	4.0
13	6143	4.0
13	6230	3.0
13	6351	4.0
13	6419	3.0
13	6543	4.0
13	6578	4.0
13	6838	4.0
13	6942	4.0
13	6991	4.0
13	7321	4.0
13	7381	4.0
13	7539	5.0
13	7763	4.0
13	7896	4.0
13	7924	5.0
13	7929	3.0
13	8267	4.0
13	8452	2.0
13	8564	3.0
13	9169	4.0
13	9440	4.0
13	9557	5.0
13	9695	4.0
13	9722	4.0
13	9765	5.0
13	9810	2.0
13	9846	3.0
13	10155	4.0
13	10368	4.0
13	10384	4.0
13	10711	5.0
13	10752	4.0
13	10775	4.0
13	10808	4.0
13	10852	4.0
13	10969	5.0
13	11016	5.0
13	11097	4.0
13	11100	5.0
13	11122	4.0
13	11324	3.0
13	11584	4.0
13	11621	4.0
13	11668	4.0
13	11923	3.0
13	12174	4.0
13	12673	4.0
13	12708	3.0
13	12774	3.0
13	12800	3.0
13	12926	5.0
13	12981	4.0
13	13171	3.0
13	13318	2.0
13	13950	4.0
13	14172	4.0
13	14307	4.0
13	14315	4.0
13	14426	5.0
13	14583	5.0
13	14628	5.0
13	14738	4.0
13	14817	3.0
13	14846	2.0
13	14898	4.0
13	14966	5.0
14	4469	5.0
14	4516	4.0
14	4623	5.0
14	5243	5.0
14	5332	5.0
14	5691	2.0
14	6639	4.0
14	6688	4.0
14	6722	4.0
14	6737	5.0
14	7188	3.0
14	7353	3.0
14	7537	5.0
14	7967	3.0
14	8300	4.0
14	8463	4.0
14	9194	2.0
14	9271	4.0
14	9641	5.0
14	9888	5.0
14	9950	1.0
14	10007	4.0
14	10014	4.0
14	10246	4.0
14	10250	4.0
14	10432	5.0
14	10659	1.0
14	10746	4.0
14	11131	3.0
14	11300	3.0
14	11440	4.0
14	11489	4.0
14	11890	3.0
14	12022	5.0
14	12770	4.0
14	12940	4.0
14	13248	5.0
14	13534	5.0
14	13687	5.0
14	14030	2.0
14	14652	5.0
15	3928	5.0
15	4906	4.0
15	7555	4.0
15	7726	4.0
15	8918	3.0
15	9139	3.0
15	9606	5.0
15	9865	3.0
15	10436	2.0
15	10708	5.0
15	10889	5.0
15	10954	4.0
15	12408	5.0
15	13481	4.0
15	14205	4.0
15	14346	4.0
16	4796	5.0
16	4891	5.0
16	6855	5.0
16	7471	1.0
16	8662	4.0
16	8928	5.0
16	10044	2.0
16	11788	4.0
16	12597	4.0
16	12813	5.0
16	12954	3.0
16	13055	5.0
16	13121	4.0
16	14887	4.0
17	4847	5.0
17	5730	5.0
17	7311	3.0
17	7777	3.0
17	8674	5.0
17	11398	5.0
17	13280	4.0
17	14051	1.0
17	14114	4.0
18	3941	4.0
18	4019	3.0
18	4228	5.0
18	4233	4.0
18	4588	3.0
18	4619	4.0
18	4771	4.0
18	5092	4.0
18	5120	4.0
18	5186	1.0
18	5542	5.0
18	5566	3.0
18	5676	3.0
18	5717	2.0
18	5824	5.0
18	5887	4.0
18	5891	5.0
18	6072	5.0
18	6226	5.0
18	6468	1.0
18	6906	4.0
18	7224	4.0
18	7651	5.0
18	7896	5.0
18	7929	4.0
18	8003	2.0
18	8267	4.0
18	8637	2.0
18	9071	5.0
18	9145	5.0
18	9222	4.0
18	9281	4.0
18	9321	2.0
18	9440	4.0
18	9457	2.0
18	9798	5.0
18	9909	5.0
18	10329	3.0
18	10399	5.0
18	10769	5.0
18	10808	5.0
18	10868	4.0
18	10992	3.0
18	11001	5.0
18	11025	2.0
18	11177	4.0
18	11521	4.0
18	11779	2.0
18	11929	3.0
18	12051	5.0
18	12617	4.0
18	13236	3.0
18	14452	4.0
18	14588	3.0
18	14590	3.0
18	14612	3.0
18	14658	2.0
18	14853	2.0
18	14898	3.0
18	14972	5.0
19	4610	5.0
19	4770	5.0
19	6262	5.0
19	6517	5.0
19	10597	5.0
19	11542	5.0
19	12523	5.0
19	12965	5.0
19	13694	5.0
20	4008	5.0
20	4300	3.0
20	4633	5.0
20	4874	5.0
20	6877	2.0
20	7801	4.0
20	10101	4.0
20	10103	4.0
20	13442	3.0
20	14182	5.0
20	14571	5.0
21	4255	4.0
21	4359	4.0
21	8602	4.0
21	9013	4.0
21	9126	4.0
21	9625	4.0
21	10306	3.0
21	10608	4.0
21	11118	5.0
21	11351	5.0
21	11777	4.0
21	13099	4.0
21	13721	5.0
21	14086	3.0
22	4703	4.0
22	6534	5.0
22	7644	3.0
22	10346	3.0
22	10852	5.0
22	10945	4.0
22	11925	5.0
22	14458	5.0
22	14864	4.0
23	3771	1.0
23	6077	1.0
23	9345	4.0
23	9862	1.0
23	10852	4.0
23	11099	1.0
23	12344	5.0
23	12718	1.0
23	13390	5.0
23	13403	1.0
23	14496	5.0
24	4008	4.0
24	4090	4.0
24	4958	5.0
24	5179	5.0
24	5227	5.0
24	5271	4.0
24	5361	4.0
24	5608	4.0
24	6116	2.0
24	6192	4.0
24	6222	4.0
24	6413	4.0
24	6645	3.0
24	6779	5.0
24	6903	4.0
24	6999	5.0
24	7752	5.0
24	8140	5.0
24	8165	4.0
24	8597	5.0
24	8728	5.0
24	8744	3.0
24	9012	3.0
24	9178	2.0
24	9186	5.0
24	9740	4.0
24	9991	5.0
24	10002	5.0
24	10114	2.0
24	10655	3.0
24	10697	2.0
24	10707	4.0
24	10744	4.0
24	10784	3.0
24	10791	3.0
24	11299	5.0
24	11311	5.0
24	11489	5.0
24	11528	4.0
24	11631	2.0
24	11798	4.0
24	11901	3.0
24	12094	3.0
24	12130	4.0
24	12766	5.0
24	12950	5.0
24	13021	4.0
24	13297	1.0
24	13366	4.0
24	13409	3.0
24	13427	3.0
24	13837	5.0
24	14082	4.0
24	14329	5.0
24	14549	5.0
24	14826	4.0
25	4069	4.0
25	5437	3.0
25	5606	3.0
25	5772	4.0
25	6002	4.0
25	6275	4.0
25	6506	4.0
25	7428	3.0
